ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
917,5.4,0.595,0.1,Low,0.042,26.0,80.0,0.99-1.00,Acidic,0.38,9%,5.0
918,6.7,0.25,0.33,Low,0.057,52.0,173.0,0.99-1.00,Acidic,0.48,9%,7.0
919,6.5,0.25,0.35,Moderate,0.055,47.0,179.0,0.99-1.00,Acidic,0.47,10%,
920,6.1,0.36,0.58,High,0.044,42.0,115.0,0.99-1.00,Acidic,0.51,9%,5.0
921,7.7,0.17,0.52,Low,0.017,21.0,84.0,0.99-1.00,Acidic,0.4,11%,7.0
922,6.4,0.26,0.43,Moderate,0.033,64.0,230.0,0.99-1.00,Acidic,0.38,8%,5.0
923,6.5,0.26,0.28,Moderate,0.046,82.2,225.0,0.99-1.00,Acidic,0.41,10%,6.0
924,5.9,0.29,0.33,Moderate,0.037,58.0,205.0,0.99-1.00,Acidic,0.41,9%,5.0
925,6.2,0.28,0.43,High,0.039,64.0,233.0,0.99-1.00,Acidic,0.38,8%,5.0
926,6.1,0.27,0.44,Low,0.041,61.0,230.0,0.99-1.00,Acidic,0.4,8%,5.0
927,6.4,0.43,0.32,Low,0.048,10.0,67.0,0.99-1.00,Acidic,0.41,11%,5.0
928,6.1,0.36,0.58,High,0.046,42.0,115.0,0.99-1.00,Acidic,0.51,9%,5.0
929,6.2,0.35,0.29,Moderate,0.044,56.0,244.0,0.99-1.00,Acidic,0.55,10%,6.0
930,7.7,0.24,0.29,High,0.044,39.0,194.0,0.99-1.00,Acidic,0.47,9%,7.0
931,6.2,0.34,0.28,Moderate,0.034,40.0,197.0,0.99-1.00,Acidic,0.6,9%,5.0
932,6.3,0.27,0.46,Moderate,0.037,61.0,212.0,0.99-1.00,Acidic,0.53,9%,6.0
933,5.4,0.415,0.19,Low,0.039,27.0,88.0,0.99-1.00,Acidic,0.41,10%,7.0
934,6.9,0.48,0.36,Low,0.03,31.0,135.0,0.99-1.00,Acidic,0.38,12%,7.0
935,6.5,0.18,0.33,Moderate,0.051,16.0,131.0,0.99-1.00,Acidic,0.44,8%,7.0
936,6.7,0.15,0.29,Low,0.058,28.0,105.0,0.99-1.00,Acidic,0.44,10%,7.0
937,8.2,0.345,1.0,High,0.047,55.0,205.0,0.99-1.00,Highly Acidic,0.43,9%,5.0
938,8.5,0.16,0.35,Low,0.039,24.0,147.0,0.99-1.00,Highly Acidic,0.36,10%,5.0
939,6.8,0.705,0.25,Low,0.048,10.0,57.0,0.99-1.00,Acidic,0.52,9%,4.0
940,7.3,0.25,0.39,Low,0.034,8.0,82.0,0.99-1.00,Acidic,0.46,11%,5.0
941,7.6,0.345,0.26,Low,0.043,15.0,134.0,0.99-1.00,Acidic,0.38,9%,5.0
942,7.6,0.22,0.34,Moderate,0.035,26.0,143.0,0.99-1.00,Acidic,0.49,9%,6.0
943,6.5,0.17,0.33,Low,0.028,14.0,99.0,0.99-1.00,Acidic,0.55,10%,6.0
944,8.2,0.23,0.37,Low,0.042,39.0,117.0,0.99-1.00,Highly Acidic,0.36,10%,5.0
945,7.6,0.22,0.34,Moderate,0.035,26.0,143.0,0.99-1.00,Acidic,0.49,9%,6.0
946,7.6,0.345,0.26,Low,0.043,15.0,134.0,0.99-1.00,Acidic,0.38,9%,5.0
947,7.5,0.32,0.26,Low,0.042,13.0,133.0,0.99-1.00,Acidic,0.38,9%,5.0
948,6.6,0.23,0.32,Low,0.041,25.0,79.0,0.99-1.00,Acidic,0.54,10%,7.0
949,6.6,0.2,0.32,Low,0.039,25.0,80.2,0.99-1.00,Acidic,0.54,10%,7.0
950,7.3,0.24,0.34,High,0.05,38.0,174.0,0.99-1.00,Acidic,0.42,9%,6.0
951,7.3,0.24,0.34,High,0.05,38.0,172.3,0.99-1.00,Acidic,0.42,9%,6.0
952,8.0,0.42,0.36,Low,0.037,34.0,101.0,0.99-1.00,Acidic,0.57,12%,7.0
953,7.3,0.24,0.34,High,0.05,38.0,174.0,0.99-1.00,Acidic,0.42,9%,6.0
954,6.1,0.19,0.25,Low,0.024,23.0,114.2,0.99-1.00,Acidic,0.51,11%,6.0
955,5.9,0.26,0.21,Moderate,0.034,36.0,152.0,0.99-1.00,Acidic,0.43,9%,6.0
956,8.3,0.23,0.43,Low,0.035,13.8,101.0,0.99-1.00,Acidic,0.36,11%,
957,6.5,0.34,0.28,Low,0.041,43.0,190.0,0.99-1.00,Acidic,0.37,9%,6.0
958,6.8,0.22,0.35,High,0.039,38.0,153.0,0.99-1.00,Acidic,0.42,9%,6.0
959,6.5,0.08,0.33,Low,0.028,23.0,93.0,0.99-1.00,Acidic,0.7,12%,7.0
960,5.5,0.42,0.09,Low,0.019,18.0,68.0,0.99-1.00,Acidic,0.51,11%,7.0
961,5.1,0.42,0.01,Low,0.017,25.0,102.0,<0.99,Acidic,0.36,12%,7.0
962,6.0,0.27,0.19,Low,0.02,24.0,110.0,<0.99,Acidic,0.47,12%,7.0
963,6.8,0.22,0.35,High,0.039,38.0,153.0,0.99-1.00,Acidic,0.42,9%,6.0
964,6.5,0.08,0.33,Low,0.028,23.0,93.0,0.99-1.00,Acidic,0.7,12%,7.0
965,7.1,0.13,0.38,Low,0.046,14.0,114.0,0.99-1.00,Acidic,0.9,11%,6.0
966,7.6,0.3,0.25,Low,0.054,22.0,111.0,0.99-1.00,Acidic,0.49,9%,5.0
967,6.6,0.13,0.3,Low,0.058,47.0,131.0,0.99-1.00,Acidic,0.45,10%,6.0
968,6.5,0.14,0.33,Moderate,0.05,53.0,189.0,0.99-1.00,Acidic,0.49,8%,5.0
969,7.7,0.28,0.33,Low,0.037,32.0,155.0,0.99-1.00,Acidic,0.62,10%,7.0
970,6.0,0.2,0.71,Low,0.15,10.0,54.0,0.99-1.00,Acidic,0.47,9%,5.0
971,6.0,0.19,0.71,Low,0.152,9.0,55.0,0.99-1.00,Acidic,0.46,9%,6.0
972,7.7,0.28,0.33,Low,0.037,30.5,155.0,0.99-1.00,Acidic,0.62,10%,7.0
973,5.1,0.39,0.21,Low,0.027,14.9,72.0,<0.99,Acidic,0.45,12%,6.0
974,5.7,0.36,0.34,Low,0.026,21.0,18.0,0.99-1.00,Acidic,0.45,11%,6.0
975,6.9,0.19,0.33,Low,0.043,63.0,149.0,0.99-1.00,Acidic,0.52,10%,5.0
976,6.0,0.41,0.21,Low,0.05,29.0,122.0,0.99-1.00,Acidic,0.52,10%,6.0
977,7.4,0.28,0.3,Low,0.054,44.0,161.0,0.99-1.00,Acidic,0.48,10%,6.0
978,7.4,0.3,0.3,Low,0.053,45.0,163.0,0.99-1.00,Acidic,0.45,10%,6.0
979,6.9,0.19,0.33,Low,0.043,63.0,149.0,0.99-1.00,Acidic,0.52,10%,5.0
980,7.7,0.28,0.39,Moderate,0.036,8.0,117.0,0.99-1.00,Acidic,0.38,12%,7.0
981,8.6,0.16,0.38,Low,0.04,41.0,143.0,0.99-1.00,Highly Acidic,0.39,10%,6.0
982,8.2,0.26,0.44,Low,0.046,7.0,69.0,0.99-1.00,Acidic,0.62,10%,4.0
983,6.5,0.25,0.27,High,0.049,75.0,217.0,0.99-1.00,Acidic,0.39,9%,5.0
984,7.0,0.24,0.18,Low,0.046,9.1,62.0,0.99-1.00,Acidic,0.47,10%,4.0
985,8.6,0.18,0.36,Low,0.04,24.0,187.0,0.99-1.00,Acidic,0.55,9%,6.0
986,7.8,0.27,0.34,Low,0.046,27.0,154.0,0.99-1.00,Acidic,0.45,10%,
987,6.0,0.26,0.34,Low,0.046,6.0,28.3,0.99-1.00,Acidic,0.63,10%,5.0
988,6.1,0.24,0.27,Moderate,0.062,33.0,152.0,0.99-1.00,Acidic,0.47,9%,6.0
989,8.0,0.24,0.3,High,0.056,43.0,184.0,0.99-1.00,Acidic,0.5,9%,6.0
990,7.6,0.21,0.6,Low,0.046,47.0,165.0,0.99-1.00,Acidic,0.54,10%,7.0
991,8.0,0.19,0.36,Low,0.05,16.0,84.0,0.99-1.00,Acidic,0.45,9%,7.0
992,6.4,0.28,0.41,Low,0.045,61.0,216.0,0.99-1.00,Acidic,0.46,9%,5.0
993,6.4,0.28,0.43,Moderate,0.045,60.0,221.0,0.99-1.00,Acidic,0.45,9%,6.0
994,6.9,0.24,0.39,Low,0.063,18.0,136.0,0.99-1.00,Acidic,0.48,10%,7.0
995,5.8,0.36,0.26,Low,0.038,38.7,153.0,0.99-1.00,Acidic,0.55,11%,6.0
996,6.6,0.18,0.28,Low,0.044,18.0,91.0,0.99-1.00,Acidic,0.64,10%,6.0
997,5.8,0.36,0.26,Low,0.038,40.0,153.0,0.99-1.00,Acidic,0.55,11%,
998,5.1,0.52,0.06,Low,0.052,30.0,79.0,0.99-1.00,Acidic,0.43,9%,5.0
999,6.6,0.22,0.37,Low,0.059,45.0,199.0,0.99-1.00,Acidic,0.55,10%,7.0
1000,8.3,0.15,0.39,Low,0.055,32.0,146.0,0.99-1.00,Acidic,0.39,10%,6.0
1001,7.6,0.16,0.44,Low,0.043,25.0,109.0,0.99-1.00,Acidic,0.75,10%,
1002,7.7,0.16,0.41,Low,0.048,60.0,173.0,0.99-1.00,Acidic,0.66,11%,7.0
1003,8.3,0.16,0.48,Low,0.057,31.0,98.0,0.99-1.00,Acidic,0.41,10%,6.0
1004,6.2,0.25,0.47,Moderate,0.048,62.0,210.0,0.99-1.00,Acidic,0.5,9%,5.0
1005,6.1,0.16,0.27,Moderate,0.065,63.0,162.0,0.99-1.00,Acidic,0.43,8%,5.0
1006,7.6,0.39,0.22,Low,0.036,19.0,113.0,0.99-1.00,Acidic,0.29,10%,5.0
1007,6.8,0.37,0.47,Moderate,0.071,44.0,136.0,0.99-1.00,Highly Acidic,0.88,9%,5.0
1008,7.6,0.16,0.44,Low,0.043,25.0,109.0,0.99-1.00,Acidic,0.75,10%,6.0
1009,7.1,0.18,0.42,Low,0.045,47.0,157.0,0.99-1.00,Highly Acidic,0.31,10%,6.0
1010,8.3,0.14,0.26,Low,0.049,56.0,189.0,0.99-1.00,Acidic,0.62,9%,6.0
1011,8.6,0.2,0.42,Low,0.041,35.0,125.0,0.99-1.00,Acidic,0.49,11%,7.0
1012,8.6,0.2,0.42,Low,0.041,35.0,125.0,0.99-1.00,Acidic,0.49,11%,7.0
1013,6.8,0.19,0.32,Moderate,0.019,54.0,188.0,0.99-1.00,Acidic,0.37,11%,
1014,7.6,0.19,0.38,Moderate,0.06,48.0,174.0,0.99-1.00,Acidic,0.38,10%,6.0
1015,6.8,0.34,0.74,Low,0.088,23.0,185.0,0.99-1.00,Acidic,0.7,12%,6.0
1016,6.2,0.15,0.46,Low,0.039,38.0,123.0,0.99-1.00,Acidic,0.51,9%,6.0
1017,6.6,0.14,0.44,Low,0.042,49.3,140.0,0.99-1.00,Acidic,0.51,10%,6.0
1018,8.0,0.55,0.17,Moderate,0.04,13.0,60.0,0.99-1.00,Acidic,0.3,9%,4.0
1019,7.0,0.24,0.35,Low,0.052,51.0,128.0,0.99-1.00,Acidic,0.59,10%,7.0
1020,6.3,0.6,0.44,Moderate,0.05,50.0,245.0,0.99-1.00,Acidic,0.57,9%,4.0
1021,7.1,0.2,0.41,Low,0.054,24.0,166.0,0.99-1.00,Acidic,0.62,10%,6.0
1022,6.2,0.34,0.29,Moderate,0.047,45.0,232.0,0.99-1.00,Acidic,0.62,10%,6.0
1023,7.1,0.3,0.36,Low,0.055,44.5,234.0,0.99-1.00,Acidic,0.64,10%,6.0
1024,7.1,0.3,0.36,Low,0.055,44.5,235.1,0.99-1.00,Acidic,0.64,10%,6.0
1025,7.9,0.64,0.46,Moderate,0.251,33.0,227.0,0.99-1.00,Highly Acidic,0.74,9%,3.0
1026,8.8,0.17,0.38,Low,0.04,39.0,148.0,0.99-1.00,Acidic,0.67,10%,6.0
1027,7.5,0.17,0.37,Low,0.06,18.0,75.0,0.99-1.00,Acidic,0.88,10%,5.0
1028,7.1,0.47,0.24,Low,0.044,11.0,77.0,0.99-1.00,Acidic,0.56,9%,5.0
1029,7.1,0.15,0.34,Low,0.034,32.2,104.0,0.99-1.00,Acidic,0.52,9%,7.0
1030,7.5,0.17,0.34,Low,0.035,13.0,101.8,0.99-1.00,Acidic,0.74,11%,5.0
1031,8.2,0.68,0.3,Low,0.047,17.0,138.0,0.99-1.00,Acidic,0.71,10%,4.0
1032,7.7,0.275,0.3,Low,0.039,19.0,75.0,0.99-1.00,Acidic,0.56,10%,5.0
1033,7.3,0.49,0.32,Low,0.043,18.0,104.0,0.99-1.00,Acidic,0.45,10%,4.0
1034,7.5,0.33,0.48,High,0.048,55.0,243.0,>1.00,Highly Acidic,0.4,8%,5.0
1035,7.2,0.21,0.37,Low,0.049,23.0,94.0,0.99-1.00,Acidic,0.48,10%,
1036,7.3,0.15,0.4,Low,0.05,24.0,92.0,0.99-1.00,Acidic,0.45,10%,5.0
1037,6.5,0.19,0.1,Low,0.046,23.0,107.0,0.99-1.00,Acidic,0.45,10%,5.0
1038,7.0,0.31,0.52,Low,0.029,5.0,61.0,0.99-1.00,Acidic,0.43,10%,5.0
1039,8.3,0.4,0.38,Low,0.038,15.0,75.0,0.99-1.00,Acidic,0.43,9%,5.0
1040,6.1,0.37,0.36,Low,0.035,36.0,116.0,0.99-1.00,Acidic,0.62,12%,6.0
1041,7.3,0.24,0.34,Moderate,0.048,29.0,152.0,0.99-1.00,Acidic,0.54,9%,5.0
1042,6.9,0.21,0.81,Low,0.137,52.0,123.0,0.99-1.00,Acidic,0.39,9%,6.0
1043,7.6,0.29,0.42,Low,0.035,18.0,86.0,0.99-1.00,Highly Acidic,0.39,11%,5.0
1044,9.4,0.29,0.55,Low,0.05,17.0,119.0,0.99-1.00,Acidic,0.69,10%,4.0
1045,7.0,0.31,0.52,Low,0.029,5.0,61.0,0.99-1.00,Acidic,0.43,10%,5.0
1046,8.6,0.26,0.41,Low,0.047,29.0,111.0,0.99-1.00,Highly Acidic,0.44,10%,
1047,7.5,0.21,0.34,Low,0.06,26.0,111.0,0.99-1.00,Acidic,0.47,10%,6.0
1048,7.2,0.51,0.24,Moderate,0.093,35.0,197.0,0.99-1.00,Acidic,0.47,9%,5.0
1049,7.5,0.21,0.34,Low,0.06,26.0,111.0,0.99-1.00,Acidic,0.47,10%,6.0
1050,5.3,0.3,0.2,Low,0.077,48.0,166.0,0.99-1.00,Acidic,0.54,8%,4.0
1051,8.0,0.26,0.36,Low,0.054,30.0,121.0,0.99-1.00,Acidic,0.72,11%,7.0
1052,7.0,0.21,0.28,Moderate,0.07,43.0,185.0,0.99-1.00,Neutral,0.55,9%,5.0
1053,6.7,0.26,0.26,Low,0.079,35.5,216.0,0.99-1.00,Acidic,0.68,9%,
1054,6.7,0.26,0.26,Low,0.073,36.0,202.0,0.99-1.00,Acidic,0.67,9%,5.0
1055,8.1,0.26,0.37,Low,0.072,48.0,159.0,0.99-1.00,Acidic,0.7,10%,
1056,8.3,0.22,0.38,High,0.054,32.0,126.0,>1.00,Acidic,0.5,9%,5.0
1057,6.4,0.3,0.51,Low,0.048,62.0,172.0,0.99-1.00,Acidic,0.45,9%,6.0
1058,7.5,0.19,0.34,Low,0.037,33.0,125.0,0.99-1.00,Acidic,0.49,11%,7.0
1059,8.8,0.33,0.44,Low,0.024,9.0,87.0,0.99-1.00,Highly Acidic,0.4,12%,7.0
1060,6.9,0.2,0.36,Low,0.031,38.0,147.0,0.99-1.00,Acidic,0.56,11%,6.0
1061,8.0,0.37,0.32,Low,0.04,32.0,166.0,0.99-1.00,Acidic,0.55,11%,7.0
1062,8.3,0.22,0.38,High,0.054,32.0,126.0,>1.00,Acidic,0.5,9%,5.0
1063,8.2,0.29,0.33,Moderate,0.036,28.0,118.0,0.99-1.00,Highly Acidic,0.4,10%,7.0
1064,6.2,0.55,0.45,Moderate,0.049,27.0,186.0,0.99-1.00,Acidic,0.5,9%,6.0
1065,6.4,0.4,0.19,Low,0.033,28.0,124.0,0.99-1.00,Acidic,0.54,12%,7.0
1066,7.5,0.28,0.33,Moderate,0.048,42.0,180.0,0.99-1.00,Acidic,0.59,10%,6.0
1067,7.8,0.26,0.44,Low,0.037,43.0,132.0,0.99-1.00,Acidic,0.65,10%,5.0
1068,6.5,0.26,0.34,High,0.051,54.5,197.0,>1.00,Acidic,0.42,9%,5.0
1069,6.3,0.34,0.29,,0.046,29.0,225.5,0.99-1.00,Acidic,0.53,10%,6.0
1070,6.8,0.15,0.33,Low,0.059,31.0,114.5,0.99-1.00,Acidic,0.39,9%,7.0
1071,6.3,0.27,0.25,Low,0.038,52.0,155.0,0.99-1.00,Acidic,0.38,9%,6.0
1072,6.3,0.27,0.25,,0.038,52.0,155.0,0.99-1.00,Acidic,0.38,9%,6.0
1073,7.4,0.2,0.37,High,0.048,43.0,190.0,0.99-1.00,Acidic,0.42,9%,6.0
1074,6.3,0.23,0.21,Low,0.035,29.0,142.0,0.99-1.00,Acidic,0.33,10%,7.0
1075,7.3,0.31,0.69,Moderate,0.041,58.0,160.0,0.99-1.00,Acidic,0.45,8%,5.0
1076,5.2,0.24,0.45,Low,0.027,21.0,128.0,0.99-1.00,Acidic,0.49,11%,8.0
1077,7.0,0.24,0.32,Low,0.037,39.0,123.0,0.99-1.00,Acidic,0.42,11%,8.0
1078,7.4,0.2,0.37,High,0.048,43.0,190.0,0.99-1.00,Acidic,0.42,9%,6.0
1079,7.0,0.17,0.33,Low,0.034,16.2,127.0,0.99-1.00,Acidic,0.39,10%,7.0
1080,8.3,0.21,0.58,High,0.049,62.0,213.0,>1.00,Acidic,0.51,9%,6.0
1081,7.2,0.21,0.35,High,0.048,35.0,178.0,0.99-1.00,Acidic,0.47,8%,
1082,7.1,0.21,0.4,Low,0.069,24.0,156.0,0.99-1.00,Acidic,0.43,10%,6.0
1083,8.4,0.17,0.31,Low,0.039,29.0,132.0,0.99-1.00,Acidic,0.32,10%,7.0
1084,7.4,0.24,0.31,Moderate,0.045,52.0,183.0,0.99-1.00,Acidic,0.32,8%,5.0
1085,5.3,0.24,0.33,Low,0.033,26.1,97.0,0.99-1.00,Acidic,0.38,11%,8.0
1086,6.5,0.28,0.26,Moderate,0.04,44.0,139.0,0.99-1.00,Acidic,0.37,10%,6.0
1087,6.3,0.23,0.21,,0.035,29.0,142.0,0.99-1.00,Acidic,0.33,10%,
1088,6.5,0.29,0.25,Moderate,0.039,32.0,120.0,0.99-1.00,Acidic,0.34,10%,6.0
1089,5.8,0.29,0.21,Low,0.025,12.0,120.0,<0.99,Acidic,0.79,14%,7.0
1090,6.3,0.27,0.25,Low,0.038,52.0,155.0,0.99-1.00,Acidic,0.38,9%,6.0
1091,6.3,0.17,0.42,Low,0.028,45.0,107.0,0.99-1.00,Acidic,0.43,11%,6.0
1092,6.3,0.16,0.4,Low,0.033,59.0,148.0,0.99-1.00,Acidic,0.53,11%,5.0
1093,7.9,0.29,0.39,Low,0.036,6.0,117.0,0.99-1.00,Acidic,0.42,10%,5.0
1094,7.3,0.31,0.69,Moderate,0.041,58.0,160.0,0.99-1.00,Acidic,0.45,8%,5.0
1095,5.5,0.32,0.45,,0.028,25.0,200.4,0.99-1.00,Acidic,0.49,11%,7.0
1096,5.2,0.24,0.45,Low,0.027,21.0,128.0,0.99-1.00,Acidic,0.49,11%,8.0
1097,7.2,0.37,0.15,Low,0.029,26.3,87.0,0.99-1.00,Acidic,0.59,12%,
1098,6.1,0.29,0.27,Low,0.024,13.0,76.0,<0.99,Acidic,0.51,12%,7.0
1099,9.2,0.22,0.4,Low,0.054,18.0,151.0,0.99-1.00,Acidic,0.46,9%,4.0
1100,7.2,0.37,0.15,Low,0.029,27.0,87.0,0.99-1.00,Acidic,0.59,12%,7.0
1101,6.5,0.22,0.34,Moderate,0.053,55.0,177.0,0.99-1.00,Acidic,0.44,9%,
1102,7.4,0.18,0.4,Low,0.047,22.0,102.0,0.99-1.00,Acidic,0.44,10%,5.0
1103,6.5,0.52,0.17,Low,0.047,5.0,26.0,0.99-1.00,Acidic,0.32,10%,4.0
1104,7.0,0.15,0.38,,0.047,33.0,96.0,0.99-1.00,Acidic,0.39,10%,8.0
1105,5.9,0.415,0.13,Low,0.04,11.0,64.0,0.99-1.00,Acidic,0.52,10%,5.0
1106,8.1,0.45,0.34,Moderate,0.037,33.0,216.0,0.99-1.00,Acidic,0.64,9%,5.0
1107,5.8,0.415,0.13,Low,0.04,11.0,64.0,0.99-1.00,Acidic,0.52,10%,5.0
1108,6.4,0.5,0.16,Moderate,0.042,26.0,138.0,0.99-1.00,Acidic,0.33,9%,5.0
1109,6.7,0.105,0.32,Moderate,0.051,34.0,106.0,0.99-1.00,Acidic,0.45,9%,6.0
1110,6.0,0.4,0.3,Low,0.047,30.0,117.0,0.99-1.00,Acidic,0.48,10%,6.0
1111,9.8,0.36,0.45,Low,0.042,11.0,124.0,0.99-1.00,Highly Acidic,0.46,10%,5.0
1112,9.6,0.23,0.4,Low,0.044,19.0,135.0,0.99-1.00,Highly Acidic,0.49,10%,5.0
1113,6.5,0.115,0.29,Low,0.038,73.0,166.0,<0.99,Acidic,0.25,12%,7.0
1114,6.4,0.125,0.29,Low,0.042,24.0,99.0,0.99-1.00,Acidic,0.32,12%,7.0
1115,5.7,0.1,0.27,Low,0.047,21.0,100.0,0.99-1.00,Acidic,0.46,9%,5.0
1116,7.9,0.25,0.29,Low,0.031,33.0,117.0,0.99-1.00,Acidic,0.32,11%,7.0
1117,6.9,0.23,0.34,Low,0.047,24.0,128.0,0.99-1.00,Acidic,0.52,9%,6.0
1118,6.8,0.39,0.31,High,0.043,28.0,162.0,0.99-1.00,Acidic,0.54,9%,5.0
1119,8.7,0.22,0.42,Low,0.053,27.0,114.0,0.99-1.00,Highly Acidic,0.43,10%,5.0
1120,7.4,0.41,0.34,Low,0.042,19.0,127.0,0.99-1.00,Acidic,0.42,10%,5.0
1121,6.7,0.25,0.34,Moderate,0.048,30.0,161.0,0.99-1.00,Acidic,0.47,9%,6.0
1122,6.0,0.26,0.42,Low,0.027,70.0,178.0,0.99-1.00,Acidic,0.4,12%,8.0
1123,6.1,0.31,0.37,Moderate,0.031,70.0,170.0,0.99-1.00,Acidic,0.4,11%,8.0
1124,9.2,0.28,0.46,,0.058,39.0,133.0,0.99-1.00,Acidic,0.58,9%,5.0
1125,9.0,0.31,0.49,Low,0.034,26.0,91.0,0.99-1.00,Highly Acidic,0.34,11%,5.0
1126,8.5,0.16,0.33,Low,0.076,17.0,57.0,0.99-1.00,Acidic,0.46,10%,6.0
1127,9.3,0.34,0.49,Moderate,0.052,30.0,146.0,0.99-1.00,Acidic,0.61,10%,
1128,9.2,0.28,0.46,Low,0.058,39.0,133.0,0.99-1.00,Acidic,0.58,9%,5.0
1129,7.2,0.24,0.3,Low,0.048,27.0,131.0,0.99-1.00,Acidic,0.45,10%,5.0
1130,7.2,0.25,0.32,Low,0.047,27.0,132.0,0.99-1.00,Acidic,0.44,10%,5.0
1131,6.8,0.32,0.18,Moderate,0.041,71.0,223.0,0.99-1.00,Acidic,0.41,8%,5.0
1132,9.1,0.27,0.32,Low,0.031,15.0,151.0,0.99-1.00,Acidic,0.41,10%,5.0
1133,8.9,0.34,0.32,Low,0.041,12.0,188.0,0.99-1.00,Acidic,0.49,9%,5.0
1134,7.0,0.17,0.37,Low,0.025,29.0,111.0,0.99-1.00,Acidic,0.49,10%,6.0
1135,6.7,0.25,0.23,Moderate,0.038,61.0,220.0,0.99-1.00,Acidic,0.35,9%,5.0
1136,6.9,0.32,0.17,,0.042,69.0,219.0,0.99-1.00,Acidic,0.4,8%,5.0
1137,6.8,0.32,0.18,Moderate,0.041,71.0,223.0,0.99-1.00,Acidic,0.41,8%,5.0
1138,6.1,0.6,0.0,Low,0.042,24.0,79.0,0.99-1.00,Acidic,0.38,9%,4.0
1139,5.3,0.395,0.07,Low,0.035,25.1,102.0,0.99-1.00,Acidic,0.35,10%,6.0
1140,7.9,0.16,0.3,Low,0.037,37.0,171.0,0.99-1.00,Acidic,0.44,9%,4.0
1141,7.6,0.33,0.36,Low,0.034,26.0,172.0,0.99-1.00,Acidic,0.48,10%,4.0
1142,7.8,0.3,0.29,High,0.054,23.0,135.0,0.99-1.00,Acidic,0.38,9%,6.0
1143,7.8,0.3,0.29,High,0.054,23.0,135.0,0.99-1.00,Acidic,0.38,9%,6.0
1144,7.8,0.3,0.29,High,0.054,23.0,135.0,0.99-1.00,Acidic,0.38,9%,6.0
1145,7.5,0.14,0.34,Low,0.055,50.0,153.0,0.99-1.00,Acidic,0.8,9%,6.0
1146,7.8,0.3,0.29,High,0.054,23.0,135.0,0.99-1.00,Acidic,0.38,9%,6.0
1147,6.6,0.25,0.41,Moderate,0.043,29.0,151.0,0.99-1.00,Acidic,0.6,10%,7.0
1148,5.7,0.26,0.27,Low,0.201,73.5,189.5,0.99-1.00,Acidic,0.38,9%,6.0
1149,8.2,0.23,0.49,Low,0.057,15.0,12.0,0.99-1.00,Acidic,0.38,10%,6.0
1150,6.0,0.24,0.32,Low,0.03,34.0,129.0,0.99-1.00,Acidic,0.41,10%,5.0
1151,6.1,0.45,0.27,Low,0.039,13.0,82.0,0.99-1.00,Acidic,0.32,9%,5.0
1152,7.4,0.23,0.43,Low,0.044,22.0,113.0,0.99-1.00,Acidic,0.62,10%,6.0
1153,7.2,0.2,0.38,Low,0.037,21.0,74.0,0.99-1.00,Acidic,0.37,11%,5.0
1154,7.5,0.14,0.34,Low,0.055,50.0,153.0,0.99-1.00,Acidic,0.8,9%,6.0
1155,7.7,0.25,0.43,Low,0.062,19.9,115.0,0.99-1.00,Acidic,0.5,9%,6.0
1156,8.2,0.61,0.45,Low,0.03,15.0,118.0,0.99-1.00,Acidic,0.34,9%,5.0
1157,7.6,0.21,0.44,Low,0.036,10.0,119.0,0.99-1.00,Acidic,0.7,12%,6.0
1158,7.4,0.22,0.33,Low,0.045,31.0,101.0,0.99-1.00,Acidic,0.55,11%,5.0
1159,7.2,0.26,0.26,Moderate,0.036,49.0,214.0,0.99-1.00,Acidic,0.5,10%,6.0
1160,6.4,0.25,0.41,Moderate,0.042,57.0,173.0,0.99-1.00,Acidic,0.44,9%,5.0
1161,6.3,0.32,0.35,Moderate,0.037,29.0,198.0,0.99-1.00,Acidic,0.5,9%,7.0
1162,6.8,0.25,0.29,,0.042,19.0,189.0,0.99-1.00,Acidic,0.54,10%,6.0
1163,9.8,0.44,0.4,Low,0.036,35.0,167.0,0.99-1.00,Highly Acidic,0.39,9%,5.0
1164,7.2,0.2,0.25,Low,0.044,31.0,109.0,0.99-1.00,Acidic,0.36,9%,5.0
1165,8.2,0.61,0.45,Low,0.03,15.0,118.0,0.99-1.00,Acidic,0.34,9%,5.0
1166,7.5,0.42,0.45,Moderate,0.029,20.0,125.0,0.99-1.00,Acidic,0.36,10%,6.0
1167,7.4,0.22,0.33,Low,0.045,31.0,101.0,0.99-1.00,Neutral,0.55,11%,5.0
1168,6.4,0.26,0.3,Low,0.025,33.0,134.0,0.99-1.00,Acidic,0.47,10%,6.0
1169,7.9,0.46,0.32,Low,0.033,40.0,138.0,0.99-1.00,Acidic,0.44,12%,7.0
1170,6.5,0.41,0.64,Moderate,0.065,65.0,225.0,0.99-1.00,Acidic,0.51,8%,5.0
1171,7.5,0.32,0.37,Low,0.048,22.0,184.0,0.99-1.00,Acidic,0.43,9%,5.0
1172,6.6,0.21,0.38,Low,0.026,40.0,104.0,0.99-1.00,Acidic,0.4,11%,8.0
1173,7.1,0.21,0.3,Low,0.037,46.6,139.1,0.99-1.00,Acidic,0.33,9%,6.0
1174,7.6,0.26,0.47,,0.068,5.0,55.0,0.99-1.00,Acidic,0.45,9%,5.0
